effect_size,var
0.81779253,5.311538636383704e-05
0.9308932,8.513605422111672e-05
1.1888462,6.783223810522768e-05
1.0324451,6.467805194296586e-05
0.84506404,0.00015716351989304798
0.9236983,7.82558653634885e-05
0.8289134,0.00011623468806596163
0.6651758,9.582957692177985e-05
1.0983632,7.004742035136239e-05
0.8080178,9.960435203738849e-05
1.1621404,8.998543385449562e-05
1.1197999,6.904163513433981e-05
1.031399,7.010252371741996e-05
0.95648265,8.04729107530414e-05
1.1677614,9.562941846678972e-05
1.1181808,7.769126784617445e-05
1.1245532,6.603485686121433e-05
1.1607084,7.202096695030358e-05
1.0668434,7.767004101882913e-05
0.8940572,8.511806092952826e-05
0.812974,8.458964755753487e-05
0.8473938,9.663704565465812e-05
1.4499992,9.415346986513251e-05
1.0983344,5.8359830592582575e-05
1.1641936,7.416074383950842e-05
0.85768425,9.649299516256791e-05
0.9036304,6.68177524386672e-05
0.8141934,9.38237143352583e-05
1.2231818,6.764623578098261e-05
1.0857427,6.104591058903822e-05
0.7102718,0.00017665866298510833
0.8227331,0.00014524894262430213
1.1231273,9.258799498378881e-05
0.9362177,8.959082005218725e-05
0.8740054,6.955403394629314e-05
1.2391926,7.170368388518047e-05
1.0511036,6.643901951432218e-05
0.92174834,7.217037657650336e-05
0.9049019,8.34206699969059e-05
1.011569,7.39653553823473e-05
1.0883813,7.326430458716535e-05
1.0165745,6.74574903106193e-05
1.0315108,7.255664359208467e-05
1.0320771,8.418947371347744e-05
0.5335647,0.00011346514548239706
0.5743983,0.00017228196981947455
0.9252114,7.158258639468427e-05
0.92326677,6.008403773308333e-05
0.81282705,8.930485451491901e-05
1.1766201,6.325065746420281e-05
0.8831889,7.300805029419877e-05
0.8758914,6.56935539769055e-05
1.1614197,5.765593780006719e-05
0.6909602,0.00011063944224837252
1.0131613,6.361833222037153e-05
0.912998,8.22512442538205e-05
0.94620705,8.948309551950421e-05
0.9830738,9.066143140736005e-05
1.1487963,7.138129417102405e-05
1.0181986,6.940056228522343e-05
1.0079907,8.923306945541557e-05
0.7381773,0.00014057308225175983
1.0724226,7.67530139513745e-05
0.62497884,0.0001562186905036539
0.9670319,8.223202138292474e-05
0.9686761,8.881307585741158e-05
0.9512794,7.95603179369964e-05
0.94859886,8.216293557461538e-05
0.86213285,0.00010018959082375156
1.0644274,8.156506039645132e-05
0.8128442,0.00011214289420538939
0.7460058,7.146562224674691e-05
0.7112723,0.00013199352977512346
0.93168116,6.817392355668375e-05
0.790479,8.791502850932862e-05
1.0718675,7.62850321075351e-05
0.8788832,0.00011729289510806554
1.0116553,6.925578538655511e-05
1.1192771,6.500070069770728e-05
1.0802743,7.881657032894618e-05
0.88679594,9.384659307844299e-05
0.86212575,9.918320535492412e-05
1.096535,6.32087565352081e-05
0.99541545,7.53559325000902e-05
1.2009041,8.25176054450186e-05
0.95816374,9.6546685796132e-05
0.8066957,0.00010637496177268169
0.9229778,7.519558696894926e-05
0.98064315,8.357908003686718e-05
1.0368898,9.571967617958647e-05
1.0959642,6.376526021080551e-05
0.84004945,7.239393341364198e-05
1.0538862,7.922145162275827e-05
1.0035256,8.025745668605033e-05
0.87739885,0.000127567391573713
0.869144,0.00010378343265660464
1.1395733,6.160404405982593e-05
1.1136202,6.726396721513928e-05
1.3127614,6.295313490195607e-05
1.2755754,6.940000366938235e-05
1.0638304,8.912487448721473e-05
1.0213605,7.646576913705738e-05
0.71039605,9.63498565793872e-05
0.6055457,0.00012224603826504424
1.0412301,0.00011979140908445571
0.943376,8.258799122634608e-05
1.1101106,7.358266932644755e-05
0.9259764,0.00011031544704909971
1.0807152,6.956229843175024e-05
0.9177413,0.00011717572047388602
1.0578964,6.518020498390373e-05
0.7416479,0.00017731081784597234
1.1355473,7.51594108413002e-05
0.66773146,0.00010453437691557935
1.0406426,6.744014307222355e-05
0.9536669,8.748898753883991e-05
0.93144304,8.936036296481546e-05
0.7672286,0.00014600265975045837
1.2623605,9.053385225854527e-05
0.91734254,7.356776276269076e-05
0.99300045,7.109136715269335e-05
0.9457782,8.960226253963699e-05
1.1212717,6.172891458224028e-05
1.119707,7.136955484118943e-05
1.244814,5.827925588502655e-05
1.0443554,7.991167913440345e-05
0.7541666,0.00011155835933685746
0.6981388,0.00014006399579892526
1.1241312,5.842141752378238e-05
0.90784645,7.337923654955007e-05
0.9167873,6.358137421248137e-05
0.69490093,0.00012230309119527164
1.0678786,7.5507190457378e-05
0.9833804,8.332976321024591e-05
1.1512961,7.167083350655221e-05
1.2189624,7.495406653752149e-05
1.0955726,7.125716740136179e-05
1.0118426,7.359224036000787e-05
0.62305737,0.0001102557470876878
1.214883,6.96503176786413e-05
0.8747676,9.063936989051058e-05
1.0706363,8.90391180204432e-05
0.8550991,0.00010209916499050956
0.6847546,0.00010614921801017311
0.49259013,0.00018023972762305773
1.0582184,7.377291237537723e-05
1.0602218,6.322010055571925e-05
1.0698875,6.578664502224305e-05
0.9510924,7.964553815641932e-05
1.1016798,9.273455444520299e-05
1.1334451,5.89560141873969e-05
1.0820904,7.840304469021453e-05
0.7508847,8.2346682396265e-05
0.9628944,6.202109840295136e-05
1.0423609,8.592807041970466e-05
1.1158001,6.72503566205582e-05
0.94666207,8.642292321839676e-05
1.1205223,6.65102746438273e-05
0.9954175,6.43850931910878e-05
0.9168369,8.558815880605006e-05
0.96616036,9.757788792445852e-05
1.1622359,5.788067491075202e-05
0.9767051,7.364098399049394e-05
1.0409862,9.097807177069553e-05
1.0407362,5.647533267992056e-05
1.1672373,6.653831941927715e-05
1.1913254,7.210276168224342e-05
0.7457398,7.040246298565481e-05
0.86578685,0.00010900091877541571
0.9621497,0.00010440484123995595
0.9195701,6.905791785616344e-05
0.8635864,7.911728850297506e-05
0.9303582,9.95302863852571e-05
1.0575908,6.523391648364033e-05
1.126139,5.608818962077344e-05
1.0164132,7.482422756447185e-05
1.0786517,9.100504310582958e-05
1.117082,0.00010821291065072139
0.9179157,6.482133895175171e-05
1.2547544,6.394775837260946e-05
1.0777475,7.989271499191878e-05
0.82648426,8.420424069761293e-05
1.0541159,8.465097136643816e-05
1.247329,6.0233044440181384e-05
0.5475941,0.00017979183716948857
1.1002461,7.013534031145938e-05
0.84245765,0.00012396250368698018
0.7476781,0.00010451221079715942
0.997593,9.876470944678809e-05
0.8071521,0.00011009415712165752
0.81953603,8.559310447608937e-05
0.8170823,9.519804986425628e-05
1.3515769,7.595601385879894e-05
0.882233,8.84602816450886e-05
1.1862859,6.438462986825544e-05
1.1895001,6.479347849953909e-05
0.8714099,9.09384570983024e-05
1.1402307,6.778393850570552e-05
0.8437686,6.957186844933419e-05
1.0661589,7.79189036296396e-05
0.85190153,0.00010811386257435999
0.8030115,0.00011153243119711807
0.9350264,8.791120377672768e-05
1.0459255,7.428506143764349e-05
1.2167246,6.958153234927489e-05
1.4189774,7.505659868642465e-05
1.0081466,0.00010311023209572199
1.1211634,5.979511160084474e-05
1.2266771,6.990709360001849e-05
0.95224494,7.259183874983813e-05
1.1974106,7.036336530012819e-05
1.1137537,8.823676053827667e-05
0.9144242,6.991732587044788e-05
1.0415136,7.21177089009796e-05
0.7263163,0.00010136129189894458
1.0845522,7.457603399250393e-05
1.1286077,6.787658028102692e-05
1.0922705,5.7066950926544036e-05
0.59033567,0.00016307111385677198
0.9123736,9.315651806982798e-05
0.7483344,8.562852102660199e-05
0.67695034,0.00011483302753802216
1.0569906,7.575877561152248e-05
1.0776806,6.509864975421178e-05
1.1147974,7.66588040597288e-05
1.1651795,6.435882093609128e-05
1.2033045,7.024162578285476e-05
0.6807588,0.00010623611162624905
1.0772704,7.861564994993478e-05
1.0407318,6.782992166318516e-05
1.059325,0.00010598207617010594
1.0266085,8.710877536644013e-05
1.1332121,0.00010716198809936073
1.0072522,7.684687348696959e-05
1.2275023,7.21821341069552e-05
1.0941737,7.413767943323466e-05
0.9793659,7.313858241833962e-05
0.8469575,0.00010014645302037009
1.2766869,5.885441428967798e-05
0.30616188,0.00011446280638154147
0.72589177,0.00010422169802449047
1.0761431,6.91898910529544e-05
0.754348,7.016339023513483e-05
1.2883122,7.837205762455893e-05
1.1097937,7.556945245656976e-05
1.1555657,8.315596238817058e-05
1.0556691,9.051908965618336e-05
0.83804613,9.362441928935459e-05
1.3606926,6.79242681171123e-05
1.05618,6.12761259552461e-05
1.0415306,6.42546515109985e-05
1.0972741,6.640460536781832e-05
0.8664618,7.346175086517335e-05
1.1033932,9.373085672996582e-05
1.1789861,7.450378014883796e-05
0.79976976,0.00010538131829974928
0.79839146,7.392151697854874e-05
1.0544304,7.719288502294752e-05
1.106807,7.843981163685541e-05
1.1162007,9.698414071726905e-05
0.8305449,8.115644127561217e-05
0.8055349,9.66914173932687e-05
1.0893153,0.0001005681993362928
1.1690181,7.078316105511243e-05
1.0679411,6.68878545176466e-05
1.0343252,5.729790498417071e-05
1.2098451,6.805506192353664e-05
0.83052236,0.00010771122239629227
1.0063246,0.00010293268818717394
0.93501854,7.541918355454761e-05
0.9504355,8.69855458090563e-05
1.0962967,5.883856820554736e-05
0.9195681,8.428599527091161e-05
0.30352888,0.00018833979675057875
1.0051669,6.027429441058177e-05
0.6511312,8.27632651074434e-05
0.9577148,9.787622418045653e-05
1.1126248,7.296363737967302e-05
0.68464506,9.247491832037671e-05
1.0161003,9.597311330206918e-05
0.78965425,8.955681426031994e-05
1.0570667,7.161227978232879e-05
0.8885442,8.429492194824643e-05
0.979436,0.00012767786383916305
1.1869806,6.318302152709399e-05
0.83062804,6.286978059249441e-05
0.53553534,0.00013357061535027373
1.2206414,6.140470685848335e-05
1.0370305,6.528047130083259e-05
1.0020509,7.439815609590339e-05
1.194443,5.619455787922792e-05
0.9323442,7.679711262807785e-05
1.01842,8.449896197373994e-05
1.1473294,7.163077033614865e-05
0.9044284,7.287451817303628e-05
0.91693896,9.764323545763398e-05
1.0007263,8.737126947622187e-05
0.83324796,7.710342656909452e-05
1.1735193,5.81968256410366e-05
1.1094972,6.200379021681704e-05
0.9267275,8.075853973804961e-05
0.97129005,7.028871608862064e-05
1.0258405,7.931685782172973e-05
0.74980813,0.00011584104128812504
1.188433,5.767728915623358e-05
1.0057007,8.598716563383655e-05
0.79723525,0.00010051849987608667
1.0816089,8.274642234896382e-05
0.9815035,8.089104818322177e-05
1.0036536,8.436689986001614e-05
1.184881,5.816076033334731e-05
0.92604107,7.334846117092175e-05
0.7709796,9.988716970471632e-05
0.6838562,0.00011616230522176838
0.85987747,7.579446324735076e-05
0.735797,9.046279723954123e-05
0.9983624,9.837430926071603e-05
0.9332182,7.072907529916215e-05
0.9454611,9.129332421708384e-05
1.1825764,7.962339778557013e-05
1.1359719,7.24935739036545e-05
0.905621,8.836806922141519e-05
0.78554976,0.00013231369108691882
0.8776732,9.087773727427337e-05
1.14241,0.00010710956694346633
1.117552,8.477442309143615e-05
0.83371186,0.00014432421799430526
0.7858395,7.337971522227652e-05
1.1206458,7.216754415174942e-05
1.0312961,6.2384274984853e-05
1.0105722,9.771631956648555e-05
1.2189025,6.378357118378211e-05
0.8079817,8.752787855287412e-05
1.0987955,7.394638971364512e-05
0.84855914,0.00012720199590312512
0.9933349,6.877468396347067e-05
0.8921201,0.00010627560651174043
0.6364535,0.00010984544467787603
0.83793324,8.199292015401496e-05
0.8257422,0.00011527105050479491
1.0825105,9.379524610379861e-05
0.8978994,7.201486543498628e-05
0.84639627,0.00012174662218639165
1.0661914,9.098528505635528e-05
1.3135818,5.781341819193473e-05
0.8981934,9.436941219871046e-05
1.2742027,8.238451473020769e-05
1.1328354,5.807424778382837e-05
1.2596657,5.553587726302004e-05
0.5559062,9.270783017237359e-05
1.0459367,6.0596022744476225e-05
0.35938558,0.00022194156043053945
1.0113174,5.549556756940469e-05
1.1254898,6.325907190824712e-05
0.6913972,9.59970738501105e-05
0.5878426,0.00014481213260148038
0.8012855,0.00011001917976941143
0.52654487,0.00012208008378728277
0.94613284,6.098219149796463e-05
1.23058,8.627464172142416e-05
0.92851436,9.37036466927034e-05
0.9716278,8.605497226938166e-05
0.8837526,8.280263369014884e-05
1.0988923,7.492165670187293e-05
0.88225716,7.353426445368128e-05
0.92717654,9.705695944441876e-05
0.86468,0.00014685009021032924
0.91706437,7.741736446111817e-05
0.89354646,9.526810431579116e-05
1.16582,7.270641695102109e-05
0.8577768,0.00013754451793819653
0.9224872,7.643669809542872e-05
1.0354954,6.653011502711151e-05
1.2080586,5.630474462654648e-05
1.1353079,6.549823812693548e-05
0.6718906,0.00012637340119031615
0.92292917,5.875694254517589e-05
1.1893078,6.181848020872863e-05
0.76027876,0.00010237357015770946
0.84347135,7.43899786616745e-05
1.1037086,8.339409866007022e-05
0.86902696,0.00010048890269026903
1.1569607,6.784262422893442e-05
0.58787924,0.00010896473152978425
1.056539,9.18237524297899e-05
1.1381924,6.051371546148335e-05
0.9559467,0.0001284573850745133
0.9495679,7.711067227819755e-05
1.2842369,7.354196343751021e-05
1.0575725,5.8242951813261036e-05
0.9978386,8.864104525120597e-05
0.91508293,7.201565577213964e-05
0.94280416,7.639875933770305e-05
0.8434056,8.315828940984402e-05
1.109143,8.523136271396461e-05
1.0288289,6.652052868382722e-05
0.8534757,8.145139892449041e-05
1.2650928,6.656712995781536e-05
1.0221106,6.431322336061893e-05
0.76050586,0.00011898867354258411
0.9576645,7.98451730086103e-05
0.7727043,0.00010579690277318868
0.9706086,8.176792726255575e-05
0.82261217,8.495864479638252e-05
1.0575892,6.818902695965301e-05
0.9459662,7.387292071684218e-05
0.6460493,0.00010993188494247408
0.98540777,5.650678309621071e-05
0.9224801,8.205719312309734e-05
0.8957862,0.0001126255692450763
1.0764704,9.138133436067345e-05
0.8251941,8.290680303529863e-05
0.9374038,0.00010827781143053165
1.2078179,7.472207972458733e-05
0.86359864,8.653071353736334e-05
1.0788581,6.688767171406183e-05
0.94649345,6.651264439617999e-05
1.0668672,9.795861287413641e-05
1.0949237,9.463018859207171e-05
0.8420479,8.040181221959184e-05
1.1524252,6.590435657206298e-05
0.96101373,5.648253477331944e-05
1.0278822,0.00010917392659171368
1.2758499,7.481148346252884e-05
1.053601,8.275006525507514e-05
0.7091295,0.00016983548902385712
1.0408227,5.966676763918821e-05
1.0151376,7.154645513852975e-05
0.849941,0.00010657290779946763
1.2060567,6.875370852346078e-05
0.9527551,8.254451062830823e-05
1.1929141,6.384232981369257e-05
0.71683395,0.00011305681082620592
0.60902363,0.00015176332475287657
1.197405,6.359536589281654e-05
1.1121994,8.52661023655367e-05
1.151985,7.476280486529239e-05
1.0140641,8.289159063552907e-05
0.860531,6.596462845704157e-05
0.76512504,0.00013029289278822243
0.85146344,0.00011625448935270732
1.0895039,0.00012057391439421541
1.0551541,6.791191095522568e-05
0.7935276,0.0001381756866562162
1.1698177,7.148606241461422e-05
0.982481,0.00010905601814787183
0.85057926,7.275494581918899e-05
0.9499761,8.755567558896629e-05
0.77273566,9.45055497338955e-05
0.84904057,0.00010125770913841162
0.8542311,7.240518610577076e-05
0.41386336,0.00013443254733797125
1.1589102,7.42694418027429e-05
1.1493182,8.44347664758641e-05
1.2389538,7.213811554157568e-05
0.87532127,0.00010881872135450055
1.2015681,5.8528770492693484e-05
0.9953272,6.646263031449915e-05
1.0131266,8.857105261751708e-05
0.678099,9.498796849333538e-05
0.47173038,0.00011224939478228502
0.8670106,7.875154639552882e-05
0.8076727,0.00021121732185401618
1.0381749,7.319160555355544e-05
0.9239035,7.985024947132838e-05
1.053886,7.56091283157824e-05
0.9225477,9.190658927273054e-05
1.2208226,6.915249463369799e-05
0.8102609,7.623018429967713e-05
0.95853096,5.675043654039622e-05
1.1908553,8.329659330398587e-05
1.0773077,9.439074677880521e-05
1.0573565,7.413439168414693e-05
0.86802167,7.647441822788374e-05
1.0063323,7.342090287765224e-05
1.1187603,6.58944525369666e-05
0.77030224,8.588874243664005e-05
1.116485,6.646929675946725e-05
1.048049,6.422680862858479e-05
1.0342925,7.22310101203584e-05
0.98625195,0.00010366284020087244
0.73004663,7.633662851348755e-05
1.0294472,8.203711565946473e-05
0.9456778,8.031637186581633e-05
0.88777685,6.14587819816265e-05
0.8669657,7.884559424366309e-05
1.0980574,7.263088393785842e-05
0.6755469,9.420312500378007e-05
0.8015964,7.748465543590266e-05
1.2430934,8.105069470611126e-05
1.2321316,6.22183914474753e-05
1.1120617,5.932682910389877e-05
1.1749208,6.0894847376882994e-05
0.9034481,9.53085054891667e-05
1.1205335,7.232573862882286e-05
1.1393329,6.426991167114097e-05
1.056088,0.00010328720964519755
1.0286375,7.671478467786985e-05
0.938365,7.404917622222482e-05
1.0989623,8.531686593665159e-05
0.9061613,0.0001123203311259903
0.983408,8.779164863449707e-05
1.1906254,7.673855652084397e-05
1.1476592,7.27633665507316e-05
1.2008414,6.702019362953004e-05
0.96576655,8.735732411929795e-05
1.1275598,7.736835307582679e-05
1.0826241,6.429976530454573e-05
1.1593585,8.641455985004213e-05
1.051631,6.769703031486111e-05
0.8417016,7.450918229623404e-05
1.2248259,7.303878602021256e-05
1.093139,7.258006376607232e-05
0.9837295,6.037658377007157e-05
0.6374249,0.00010186409521193221
1.2010263,7.596564060809163e-05
0.850485,0.00012692362918617726
0.9225755,7.676704842561697e-05
0.6942457,9.254724287097952e-05
0.9399837,7.375861043185192e-05
1.0611852,6.294258328980954e-05
1.0030574,0.0001253256536929183
1.1291218,5.521376795379813e-05
1.0052105,8.383922371368868e-05
0.9782598,0.0001286671455015898
1.1241847,8.889522859178989e-05
0.62621313,8.417176871296315e-05
1.0142666,0.00011241933206408705
0.90575856,7.072201058146155e-05
0.8262647,9.472756942964511e-05
1.1863713,5.8941698839892276e-05
0.7686256,0.00010139970127773321
0.77849853,5.777628261384449e-05
1.0819213,5.187106955880706e-05
0.7920717,0.0001136666001141937
1.0907739,0.00011289116172183769
1.1907163,5.469077324946948e-05
0.8341346,0.00010118310613070006
1.1205481,6.340008221229765e-05
0.8928247,7.911836541606935e-05
0.697862,8.237995004673274e-05
0.91518825,8.91614715514211e-05
0.5449254,8.866503706274342e-05
1.1236099,6.152047769083461e-05
1.066581,8.172198578369847e-05
0.966421,8.203256061047048e-05
1.1396533,6.090730466273343e-05
0.69298214,0.00016268021390654364
1.032509,6.569445980179976e-05
1.0765749,6.248431159365606e-05
1.0691445,7.504932104624232e-05
1.0014307,8.326784912678162e-05
1.075435,7.670698661879985e-05
0.7249919,0.00011174675335651283
1.0572932,5.8405252614763615e-05
1.0661081,5.314915957903483e-05
1.0935453,9.012125499540617e-05
0.84679025,8.589014068730375e-05
1.0209972,8.861530326331746e-05
1.0576454,7.930577694382004e-05
1.1091881,7.445378742535272e-05
1.0087925,5.749045934677708e-05
1.0124344,7.572492795721811e-05
1.087044,7.346130385425201e-05
1.1565926,7.385979366142728e-05
0.73760813,9.43396672422334e-05
0.7715005,0.00011574435208085935
1.1818856,8.727992238632964e-05
0.9744875,0.00011804798381279211
0.6587562,0.00010003246406896458
1.2920629,7.639644749470129e-05
1.0846595,8.292888639322218e-05
1.2127024,5.7145388056138204e-05
1.0840241,8.078237754994069e-05
1.2141455,5.841162293053481e-05
1.0973481,6.703927111700262e-05
1.1259578,0.00010437713210288777
1.0901667,6.46624138843678e-05
1.162832,8.301670615232584e-05
0.69141734,8.417800626615846e-05
0.935464,8.185853445608852e-05
0.9078187,9.011282063881021e-05
1.0449413,7.127671283497453e-05
0.9932107,8.141522684790639e-05
1.154109,6.919861420679688e-05
1.0360982,9.075831038815683e-05
1.2193912,6.293918449942846e-05
0.905226,9.93190951703582e-05
0.87197685,8.848757803649274e-05
1.1799247,7.619434544295454e-05
1.129323,7.967045806537079e-05
1.059325,8.4415666605866e-05
0.6860584,0.000185371979966085
0.88965523,8.609788132507654e-05
1.1310879,7.257512871325714e-05
0.6956851,0.00010282964644631534
1.0646194,6.962700207919018e-05
0.94021875,8.159869139491571e-05
0.87360626,6.4263087676944e-05
1.2109628,5.618561496409228e-05
1.1572227,5.637194336062523e-05
0.6640875,0.0001544194582328573
0.83640724,7.76798086108638e-05
1.0321229,0.00010039528478274998
0.8907423,7.223966961030035e-05
1.178119,8.050643284633011e-05
0.5317684,0.0001410659243494851
1.0524071,7.269939709373188e-05
1.0121143,6.422268869310868e-05
1.1439589,7.702301061718667e-05
0.6481686,0.00022115659448266115
0.76487005,8.497639801653689e-05
1.1331989,7.462761245095265e-05
0.9160634,8.252848544067215e-05
1.1803995,7.154317809245081e-05
0.9341401,0.00011187294333364628
1.0365887,6.627422528803027e-05
1.2090685,7.18007492047125e-05
0.9515155,7.27713269732845e-05
0.97867346,7.417633599850985e-05
0.7787467,0.00011190832948483609
1.0459799,8.723899879847785e-05
0.65521914,0.00012088508215485697
0.9077904,7.817126033816957e-05
1.1876924,7.530817621712385e-05
0.9026806,7.471689527161277e-05
1.0783645,9.346993669195891e-05
0.7005449,8.532293931038173e-05
0.81210816,7.320097582103405e-05
0.87178075,7.514449072440824e-05
0.81719416,7.588995802716107e-05
1.1906433,6.539247245140965e-05
0.8634411,0.00013069395581385371
1.0883948,9.182555516171285e-05
1.1180284,5.9385012550098454e-05
1.1523938,8.573472839880445e-05
0.8548592,9.798084717041553e-05
0.971641,8.7948459165447e-05
0.8072033,8.496182100998454e-05
0.74087393,9.446091998705722e-05
1.1246939,5.513137814775284e-05
1.0660447,5.999572354925542e-05
1.0023575,6.159233433703296e-05
1.1429895,6.411973325310197e-05
0.9198162,0.000159240052369395
0.82815754,7.468365142463632e-05
0.7730206,0.0001400932278685131
1.1855378,9.41245902262057e-05
1.0806912,6.287979437338224e-05
0.8737367,7.631068982383651e-05
0.9607322,8.385430108183434e-05
0.79050374,0.00013373084654832394
1.0107856,6.754158105446231e-05
0.9076088,9.913243988503295e-05
1.1849545,6.732563694300531e-05
1.4152442,7.632539980692923e-05
1.0357277,9.290505261461135e-05
0.9693269,7.250396201841092e-05
1.1887591,7.065745760440403e-05
0.9095626,8.308596313830532e-05
1.005347,0.0001102851842694208
1.1256592,8.26963955713779e-05
0.5694622,0.00011939517881338294
1.2159638,5.9386821149587377e-05
0.8298524,9.573354473170481e-05
1.3686571,6.654643314897568e-05
1.0906951,7.84895737250416e-05
0.94941324,9.847010399885794e-05
1.0510317,6.973686820911651e-05
1.0723243,0.00010841738780842727
0.88369954,7.257928620642284e-05
0.9567838,8.078798597325413e-05
1.0509995,6.930068339558795e-05
0.99197805,8.912325672216781e-05
1.2191119,6.177276698210443e-05
0.6432537,0.00010414585874353541
1.0523345,7.044799687433781e-05
0.5555893,0.00011299391836745113
0.8656251,8.186623619023392e-05
1.0518396,0.00010083895089880394
1.1149174,6.344419774515289e-05
